,name,city,country,tags,office_lat,office_lon,funds_raised_float,currency,fx_rate,funds_raised_usd,desing_tag,gaming_tag,funding_tag
1524,Finjan,New York,USA,"finjan, web, security, gatway, gartner",37.37027,-121.924053,32000000.0,$,1.0,32000000.0,False,False,True
1530,Groove Club,Lyndhurst,USA,"social-site, new-media, online-games, mmog, mog, mafia-mob, web-tv, web-television, tv, television",40.809076,-74.119948,83000.0,$,1.0,83000.0,False,False,False
1531,Fastmetrics,San Francisco,USA,"metricfiber, metro-area-ethernet, t1, adsl, voip, t3, broadband, cable-internet, fiber-optic, email, hosting, pbx, converged-solutions, business-solutions, it-solutions, high-speed-internet, colocation, data-center",37.784137,-122.408646,0.0,$,1.0,0.0,False,False,False
1532,Spiral Shell Web LLC,East Hampton,USA,"web-production, web-custom-sites, web-development, redesign, portfolio",41.595196,-72.51949,0.0,$,1.0,0.0,True,False,False
1533,Stuart Matthews,Vancouver,CAN,"web-development, web-usability, marketing, advertising, advice",49.280756,-123.093583,0.0,$,1.0,0.0,False,False,False
1534,DESIGN about TOWN,SF,USA,"web-design, graphic-design, application-design, design, one-stop-shop, user-interface-design, ui, user-interface, kick-ass",37.797909,-122.403312,0.0,$,1.0,0.0,True,False,False
1743,IT Stocklist,Bonn,DEU,"ict, social-network, trading, sales, buy, it, hardware, software, portal, it-equipment, computer-parts, spare-parts, marketplace",50.710267,7.066468,0.0,$,1.0,0.0,False,False,False
1747,Integration New Media (INM),Montreal,CAN,"rich-user-experiences, online-project, offline-project, rich-internet-applications, ria, interactive-sales-tools, interactive-marketing-tools, seachable-libraries, elibrary, elibraries, consulting-services, development-services, adobe, macromedia, directo",45.4938086,-73.5749531,0.0,$,1.0,0.0,False,False,False
1748,Cliqset,Jacksonville,USA,"real-time-web, aggregation, conversation",30.310978,-81.657707,2000000.0,$,1.0,2000000.0,False,False,True
1752,Lounge|Press,Boynton Beach,USA,"winepress, design-tool, merchandise, print-on-demand, customized-merchandise",26.539706,-80.108189,0.0,$,1.0,0.0,True,False,False
1753,Conifer Systems,Austin,USA,"software, configuration-management, scm, software-tools",30.2669,-97.7428,0.0,$,1.0,0.0,False,False,False
1754,TeleSciences,Mount Laurel,USA,"software, isv, telecom, mediation, analytics, mpp, activation, policy, charging, rating, pricing",39.942788,-74.950462,0.0,$,1.0,0.0,False,False,False
1755,Quantum Voyage,Aurora,USA,"goal-systems, web-based, performance-appraisal, dashboards, results-management, organization-development, performance-management, goal-planning, saas",41.746199,-88.252334,0.0,$,1.0,0.0,False,False,False
1756,Quantum Voyage,Montgomeryville,USA,"goal-systems, web-based, performance-appraisal, dashboards, results-management, organization-development, performance-management, goal-planning, saas",40.248213,-75.213827,0.0,$,1.0,0.0,False,False,False
1757,DeskAway,"Fort, Mumbai",IND,"project-management-software, project-collaboration-software, web-based-tools, saas, team-collaboration-software, software-as-a-service",18.9346619,72.8367776,0.0,$,1.0,0.0,False,False,False
1760,RateMyDrawings,Redmond,USA,"drawing, art, web-2-0, community, application, illustration, digital",47.6625223,-122.088389,0.0,$,1.0,0.0,False,False,False
1762,Qpyn,London,GBR,"mobile-website-testing, internet--navigation",51.588083,-0.197676,500000.0,£,1.21,605000.0,False,False,False
1763,Brick Marketing,Boston,USA,"internet-marketing, online-marketing, web-marketing, seo, search-engine-optimization, search-engine-marketing, social-media-marketing, reputation-management",42.415663,-71.127226,0.0,$,1.0,0.0,False,False,False
1764,Banashri Creatives,Bangalore,IND,banashri-creative-softwares-pvt-ltd---let-our-teams-create-an-impressive-and-highly-interactive-web-presence-for-your-business,12.956128,77.592264,0.0,$,1.0,0.0,False,False,False
1765,CPC Computer Consultants,Miami,USA,"it-consulting, miami-web-design, small-business-web-hosting, ecommerce-websites, office-networks-security",25.761296,-80.191258,0.0,$,1.0,0.0,True,False,False
1766,F5 Networks,Seattle,USA,"load-balancing, application-delivery, security, remote-access, web-application-security, web-services, optimization, acceleration, high-availability, scalability, failover, virtualization",47.622263,-122.363276,0.0,$,1.0,0.0,False,False,False
1767,F5 Networks,Liberty Lake,USA,"load-balancing, application-delivery, security, remote-access, web-application-security, web-services, optimization, acceleration, high-availability, scalability, failover, virtualization",47.667105,-117.111222,0.0,$,1.0,0.0,False,False,False
1768,F5 Networks,New York,USA,"load-balancing, application-delivery, security, remote-access, web-application-security, web-services, optimization, acceleration, high-availability, scalability, failover, virtualization",40.75304,-73.998135,0.0,$,1.0,0.0,False,False,False
1769,F5 Networks,San Jose,USA,"load-balancing, application-delivery, security, remote-access, web-application-security, web-services, optimization, acceleration, high-availability, scalability, failover, virtualization",37.381844,-121.924439,0.0,$,1.0,0.0,False,False,False
1770,F5 Networks,Lowell,USA,"load-balancing, application-delivery, security, remote-access, web-application-security, web-services, optimization, acceleration, high-availability, scalability, failover, virtualization",42.619502,-71.322888,0.0,$,1.0,0.0,False,False,False
1771,F5 Networks,Sao Paulo,BRA,"load-balancing, application-delivery, security, remote-access, web-application-security, web-services, optimization, acceleration, high-availability, scalability, failover, virtualization",-23.620738,-46.698267,0.0,$,1.0,0.0,False,False,False
1772,Endavo Media and Communications,Atlanta,USA,"ott, ott-video, ott-video-services, online-video-platform, internet-tv-platform, broadband-video, broadband-video-platform, online-video, online-video-marketing, internet-tv, iptv, video-player, video-for-websites, streaming-media-hosting, digital-broadca",33.8317964,-84.3391231,0.0,$,1.0,0.0,False,False,False
1773,mashup* Event,London,GBR,"digital, mobile, internet, web, funding, startups, investors, 2-0, debate, london, enterprise",51.5093129,-0.0871537,0.0,$,1.0,0.0,False,False,False
1774,NeoHire,Santa Monica,USA,"tech-recruiting, startups, web-development",34.016171,-118.4893368,0.0,$,1.0,0.0,False,False,False
1777,Trizeon,Hyderabad,IND,"trizeon, seo, search-engine-optimization, search-engine-optimisation, seo-services, organic-seo, top-seo-sites, seo-experts, seo-tips, seo-company, business-consulting-services, outsourcing-in-india, business-consulting, it-consulting, bpo, software-servi",17.498081,78.389911,0.0,$,1.0,0.0,False,False,False
1778,Viocorp,Pyrmont,AUS,"video, streaming-media, webcast",-33.876239,151.215201,0.0,$,1.0,0.0,False,False,False
1779,Valve Software,Bellevue,USA,"valve, software, video-games",47.597543,-122.150885,0.0,$,1.0,0.0,False,False,False
1780,Underdog Media,Santa Barbara,USA,internet-advertising,34.423403,-119.704416,0.0,$,1.0,0.0,False,False,False
1781,Alwayswater,Hoboken,USA,"web-application-development, strategic-technology-consulting, user-interface-design",40.747005,-74.039011,0.0,$,1.0,0.0,True,False,False
1783,Ideavity,Porto,PRT,"ria, web2-0, web-applications, social-platform",41.147536,-8.614826,0.0,$,1.0,0.0,False,False,False
1784,Filemobile,Toronto,CAN,"social-media, social-networking, broadband-video, user-generated-content, widgets, saas, web-2-0",43.63559,-79.424625,0.0,$,1.0,0.0,False,False,False
1785,ecomii,New York,USA,"green, environment, eco-conscious, conservation, web2-0, sustainability, conscious-consumer, green-business",40.743157,-74.006513,0.0,$,1.0,0.0,False,False,False
1786,Open Lab,Florence,ITA,"web-development, java, teamwork",43.792231,11.271788,0.0,$,1.0,0.0,False,False,False
1789,McIntyre Media,Cleveland,USA,"seo-marketing, cleveland-web-design, internet-marketing-coach",41.390918,-81.554755,0.0,$,1.0,0.0,True,False,False
1790,Glued Network,St. Louis,USA,"discovery, services, define, redesign, development, drupal",38.627522,-90.19841,0.0,$,1.0,0.0,True,False,False
1791,Vertica Systems,Billerica,USA,"enterprise-software, data-warehouse, read-optimized-database, scalable, database, enterprise, column, high-availability",42.543932,-71.278698,30500000.0,$,1.0,30500000.0,False,False,True
1793,Devnet,BRISBANE,AUS,"webdesign, website-development, email-marketing, content-management-systems",-27.458989,153.043228,0.0,$,1.0,0.0,True,False,False
1794,Ratchet,Minneapolis,USA,"web-development, software-development",44.989126,-93.278663,0.0,$,1.0,0.0,False,False,False
1795,Ratchet,Chicago,USA,"web-development, software-development",41.890441,-87.629377,0.0,$,1.0,0.0,False,False,False
1796,Ratchet,Los Angeles,USA,"web-development, software-development",33.810534,-118.109206,0.0,$,1.0,0.0,False,False,False
1797,BuzzNumbers,Bondi Junction,AUS,"social-media, web-analytics",-33.884685,151.216427,0.0,$,1.0,0.0,False,False,False
1799,hornet,Balmain,AUS,"web-development, web-design, web-marketing",-33.86322,151.179693,0.0,$,1.0,0.0,True,False,False
1803,Surion,Ardooie,BEL,"webhosting, domainnames, it-consultancy",50.965653,3.172488,0.0,$,1.0,0.0,False,False,False
1805,Apogee Search,Austin,USA,"seach-engine-marketing, internet-marketing, sem",30.373295,-97.758141,0.0,$,1.0,0.0,False,False,False
1806,Enspire Learning,Austin,USA,"e-learning, training, simulations, serious-games, finance, leadership, healthcare, consumer-education",30.280364,-97.74247,0.0,$,1.0,0.0,False,False,False
1807,PeoplePad,Austin,USA,"semantic-web, semantic, wikipedia, database",30.268735,-97.745209,0.0,$,1.0,0.0,False,False,False
1808,Pangea Software,Austin,USA,"iphone, games",30.37364,-97.890227,0.0,$,1.0,0.0,False,False,False
1810,Roomex,Dublin,IRL,"web2ireland, travel, hotels",53.308258,-6.238443,0.0,$,1.0,0.0,False,False,False
1813,Beeby Clark + Meyler,Stamford,USA,"interactive-marketing, internet-marketing, interactive-advertising, advertising",41.0411194,-73.541744,0.0,$,1.0,0.0,False,False,False
1814,Mobelux,Richmond,USA,"software, iphone, osx",37.573792,-77.37613,0.0,$,1.0,0.0,False,False,False
1815,LoadStorm,Albuquerque,USA,"load-testing, web, database, test",35.131172,-106.520846,0.0,$,1.0,0.0,False,False,False
1816,nodes,Norman,USA,"network, operations, design, engineering, services",35.218428,-97.464788,0.0,$,1.0,0.0,True,False,False
1817,DreamBox Learning,Bellevue,USA,"math-learning, online-kids-learning, fun-learning-games, math-education, k2-learning, k2",47.6130554,-122.1967108,35600000.0,$,1.0,35600000.0,False,False,True
1818,bunect,Baku,AZE,"bunect, business-connect, social-network, azerbaijan, russia, startup, baku, business, business-network, web",40.38344,49.893226,0.0,$,1.0,0.0,False,False,False
1819,eWrite,Cork,IRL,"website-development, content-management, communications, sme, web2ireland",51.8929902,-8.4603932,0.0,$,1.0,0.0,False,False,False
1821,Navara,Maarssen,NLD,"mobile-work-order, mobile-field-workers, mobile-extention, mobile-software-application, mobile-software-solutions, mobility, software-development, mobile-asset-management",52.126616,5.038078,0.0,$,1.0,0.0,False,False,False
1822,Bloggersmosaic,dallas,USA,"advertising, search, blogosphere, web2-0, blog, blog-services, promoting, green, eco",32.920073,-96.740444,0.0,$,1.0,0.0,False,False,False
1826,NOTCOT,Los Angeles,USA,"fashion, design-community, couture",34.052187,-118.243425,0.0,$,1.0,0.0,True,False,False
1827,Big In Japan,Dallas,USA,"web-application, mobile, barcode, qr-code, 2d, 1d, coupon, mobile-application, android, iphone, palm, pre, rim, storm, curve, g1, magic, augmented-reality, mobile-price-comparison, mobile-product-search",32.800325,-96.820064,700000.0,$,1.0,700000.0,False,False,False
1828,Production Software,Cedar Park,USA,"software, aviation, flying, mobile, airports",30.4978,-97.8159,0.0,$,1.0,0.0,False,False,False
1829,psd2css Online,Encinitas,USA,"web-site-design, photoshop, gimp, web-application, software-as-a-service, automated, conversion, dynamic, menu-systems, image-galleries, comment-systems, drupal, cms",33.052083,-117.279368,0.0,$,1.0,0.0,True,False,False
1833,Vinfotech,Indore,IND,"web-2-0-design, social-network-design, startup-web-design, healthcare-it-solutions, social-networking-development",22.72939,75.883168,0.0,$,1.0,0.0,True,False,False
1835,The Factory Interactive,Miami,USA,"web-design, marketing-services, interactive-technologies, advertising-solutions, digital-design, search-engine-optimization, search-engine-marketing, custom-blog-development",25.825503,-80.187805,0.0,$,1.0,0.0,True,False,False
1836,Eleven2,Spring,USA,"hosting, web-hosting, dedicated-server-hosting",30.0314279,-95.5302337,0.0,$,1.0,0.0,False,False,False
1837,BonzaDat,Queensland,AUS,"job-scheduling-software, customer-service-software, workflow-management-software",-27.621592,152.778976,0.0,$,1.0,0.0,False,False,False
1838,Brinex,St. Louis,USA,"software, internet, database, consulting, demand",38.627522,-90.19841,0.0,$,1.0,0.0,False,False,False
1839,Ratajik Software,Columbia,USA,"radio, voting, community, internet-radio, os2, search--music--mp3",34.042305,-81.108574,0.0,$,1.0,0.0,False,False,False
1840,Medianomic,Atlanta,USA,"seo, ppc, website-consulting, website-optimization, website-design, website-development",33.764877,-84.397325,0.0,$,1.0,0.0,True,False,False
1841,Content Kings,Santa Monica,USA,"seo-web-design, seo-web-development, seo-programming, custom-content-solutions, seo-copywriting, editorial-content-management, custom-content-management-systems, custom-publishing-platforms, search-engine-optimization, website-promotion, continuity-progra",34.015386,-118.495792,0.0,$,1.0,0.0,True,False,False
1842,Syria Nobles,Fontana,USA,"web-design, web-services, web-solutions",34.0739586,-117.4400156,0.0,$,1.0,0.0,True,False,False
1843,litl,Boston,USA,"computer, operating-system, software, internet-computer, laptop-computer",42.349715,-71.079843,0.0,$,1.0,0.0,False,False,False
1844,litl,London,GBR,"computer, operating-system, software, internet-computer, laptop-computer",51.511494,-0.139244,0.0,$,1.0,0.0,False,False,False
1845,InPage Incorporated,Charlotte,USA,"inpage, inpageads, online-advertising, free-ad-server, internet-marketing, internet-advertising, marketing, advertising, ad-networks, ad-server, media-buying, web-advertising",35.2267,-80.8434,0.0,$,1.0,0.0,False,False,False
1846,Shercom,Carlow,IRL,"web2ireland, backups, security",52.82134,-6.922036,0.0,$,1.0,0.0,False,False,False
1847,LotusJump,Orem,USA,"seo, search-engine-optimization, seo-tool, diy-seo, seo-software",40.280712,-111.688241,0.0,$,1.0,0.0,False,False,False
1848,2020systems,San Francisco,USA,"internet-advertising, internet-marketing, online-advertising, online-marketing, web-marketing, marketing, advertising, internet-marketing-company, agency, local, business, local-search, classifieds, small-business, search-engine-optimization, sem, seo, pp",37.775196,-122.419204,0.0,$,1.0,0.0,False,False,False
1849,FISCAL Technologies,READING,GBR,"financial-analysis-software, accounts-payable-software, cost-recovery-software, payment-analysis, audit-software",51.4323208,-0.9717955,0.0,$,1.0,0.0,False,False,False
1850,FISCAL Technologies,Durham,USA,"financial-analysis-software, accounts-payable-software, cost-recovery-software, payment-analysis, audit-software",35.924301,-78.927914,0.0,$,1.0,0.0,False,False,False
1851,Calameo,Paris,FRA,"documents, document, sharing, publishing, web-2-0, conversions, flash, viewer, pageflip, magazines, pdf, office, openoffice",48.871174,2.308019,0.0,$,1.0,0.0,False,False,False
1852,MyOwnDB,Groot-Bijgaarden,BEL,"database, open-source, gpl, free-software, cloud, saas, office",50.871372,4.255123,0.0,$,1.0,0.0,False,False,False
1853,MyOwnDB,Paal,BEL,"database, open-source, gpl, free-software, cloud, saas, office",51.04018,5.174641,0.0,$,1.0,0.0,False,False,False
1855,M2C2 Communications,Beaconsfield,CAN,"project-management, mobile-applications, brochures, flyers, cms, communications, conseils-internet, conseils-web, content-management, content-management-system, extranet, flash, gestion, gestion-de-contenu, gestion-de-projet, imprimes, internet, intranet",45.4355532,-73.8728534,0.0,$,1.0,0.0,False,False,False
1856,Visuamobile,Paris,FRA,"iphone, sdk, software, applications, appstore, allradio, idial, iguidetv, smartrss, ipodtouch",48.8691369,2.3602202,0.0,$,1.0,0.0,False,False,False
1858,Radionomy,Brussels,BEL,webradio,50.831147,4.33511,6000000.0,$,1.0,6000000.0,False,False,True
1861,Antezeta,Milan,ITA,"seo, sem, ppc, web-analytics, web-marketing",45.489135,9.186942,0.0,$,1.0,0.0,False,False,False
1862,3K Interactive,San Diego,USA,"marketing, website-design, business-development, search-engine-optimization, pay-per-click, social-media-optimization, branding",32.774948,-117.143917,0.0,$,1.0,0.0,True,False,False
1863,ReplayGamez,Flowermound,USA,"trade-video-games, videogame, unlimited, playstation-3, ps3, playstation-2, ps2, playstation-ii, nintendo, reviews, screenshots, online, service, games, xbox, xbox-360, gamecube, nintendo-gamecube, nintend-ds, ds, wii, nintendo-wii, psp, sony-playstation-",29.550027,-95.693347,0.0,$,1.0,0.0,False,False,False
1864,Aster Technologies,Thousand Oaks,USA,"web-design, web-application, custom-software-development, e-commerce",34.1692256,-118.836014,0.0,$,1.0,0.0,True,False,False
1865,Core Software,Hyderabad,IND,"software-development, outsourcing, offshore-development, transcription-manager",17.433175,78.313807,0.0,$,1.0,0.0,False,False,False
1866,IGOpeople,Dublin,IRL,"web2ireland, social-media, network, society, marketing, communications",53.336139,-6.249789,0.0,$,1.0,0.0,False,False,False
1868,1FreeCart,Wichita,USA,"free-ecommerce-shopping-cart, hosted-ecommerce-shopping-cart, shopping-cart-software, ecommerce-shopping-cart, online-shopping-cart, free-shopping-cart, free-shopping-cart-software, ecommerce-shopping-cart-software, free-online-shopping-cart, free-hosted-",37.6924,-97.3375,0.0,$,1.0,0.0,False,False,False
1869,Denook,Miami,USA,"crowdsourcing, design-contests, music-contests, creative-marketplace, sell, buy, designs",25.733027,-80.432061,0.0,$,1.0,0.0,True,False,False
1871,StayInAthens,Athens,GRC,"accommodation, web-service, mapvertising, community",37.990428,23.737131,0.0,$,1.0,0.0,False,False,False
1872,HyperTEK Corporation,Troy,USA,"wed-design, hosting, e-commerce, development, application-development",42.56349,-83.136514,0.0,$,1.0,0.0,True,False,False
1874,WiredRed,San Diego,USA,"we-conferencing, video-conferencing-software, hosted-on-line-meeting",32.84014,-117.124214,0.0,$,1.0,0.0,False,False,False
1875,WiredRed,Chichester,GBR,"we-conferencing, video-conferencing-software, hosted-on-line-meeting",50.833935,-0.779497,0.0,$,1.0,0.0,False,False,False
1876,Spizeo,Paris,FRA,"social-network, web-2-0, flex, communities, personalized",48.846171,2.351817,0.0,$,1.0,0.0,False,False,False
1877,Mindjet,San Francisco,USA,"collaboration, personal-productivity, web-conferencing, document-management, chat, mind-mapping",50.095312,9.049981,15000000.0,$,1.0,15000000.0,False,False,True
1878,PolygonsWild,Orlando,USA,"animation, visual-development, 3d, 2d",28.588018,-81.240869,0.0,$,1.0,0.0,False,False,False
1882,iKlax Media,BIDART,FRA,"software, player, creator, mp3, multi, track, interactive, format, audio, editor",43.4477272,-1.5555799,500000.0,€,1.07,535000.0,False,False,False
1884,CREOpoint,New York,USA,"mobile, real-time, social-news, business-intelligence, enterprise-software, data-mining",40.768618,-73.956458,0.0,$,1.0,0.0,False,False,False
1886,Koala Databank,Irvine,USA,"document-storage, document-management, paperless, scanning, paper, document-management-software, web-access, storage, archiving, digitizing",33.653342,-117.748994,20000.0,$,1.0,20000.0,False,False,False
1887,Vengeo,Toronto,CAN,"epublishing, create, easy, fast, free, presentations, portfolio, newsletters, catalogs, distribute, socialnetwork, personalprofile, nohtml, website, communication",43.678782,-79.439315,0.0,$,1.0,0.0,False,False,False
1888,ADEL Solutions,Montreal,CAN,"ip-telephony, call-centre-software, ippbx, ivr, cti, hosted-communications, call-recording, speech-recognition",45.545447,-73.639076,0.0,$,1.0,0.0,False,False,False
1890,InfoSignz,San Ramon,USA,"digital-signage, saas, free-digital-signage, narrowcasting, free, signage, in-store-advertising, ooh, out-of-home, kiosk, touch-screen",37.770856,-121.962572,0.0,$,1.0,0.0,False,False,False
1892,Sitecore,Copenhagen V,DNK,"customer-experience-management-platform, web-content-management, digital-marketing, analytics, customer-intelligence, software, websites, multichannel-marketing, email-marketing, cms, cxm, customer-engagement",55.6749167,12.5618602,0.0,$,1.0,0.0,False,False,False
1894,Box UK,London,GBR,"content-management-systems, software-development, web-content-solutions, website-development, user-experience, bespoke-development, analytics, design, information-architecture, seo, social-media-marketing, ppc, web, web-development, search, consulting, si",51.5107737,-0.1392447,0.0,$,1.0,0.0,True,False,False
1896,NativeX,Sartell,USA,"app-marketing, native-advertising, mobile-gaming, apps, mobile, free-to-play, freemium, w3i, desktop-applications",45.5940066,-94.1993943,0.0,$,1.0,0.0,False,True,False
1897,NativeX,Minneapolis,USA,"app-marketing, native-advertising, mobile-gaming, apps, mobile, free-to-play, freemium, w3i, desktop-applications",44.9758391,-93.2571034,0.0,$,1.0,0.0,False,True,False
1899,IGG Software,Putney,USA,"mac-os-x, green-energy, sustainable-software, saas",43.031269,-72.544144,0.0,$,1.0,0.0,False,False,False
1900,Art2Digital InterMedia,KÃ¶nigshofen,DEU,"new-media, website-design, web-design, webdesigner, suchmaschinenoptimierung, suchmaschinenmarketing, internet-marketing, online-marketing, cd-dvd-publishing, multimedia, e-business, e-commerce",49.5677645,9.7068455,0.0,$,1.0,0.0,True,False,False
1901,Artiklz,Irvine,USA,"social-media, web-2-0, blogging, blog-platforms, comments, conversation-search, conversational-search, reviews, discussions",33.684782,-117.851028,0.0,$,1.0,0.0,False,False,False
1902,Reframe It,San Francisco,USA,context-social-web-2-0-annotation-browser-extention,37.782163,-122.400591,3180000.0,$,1.0,3180000.0,False,False,True
1903,MaxPowerSoft,San Diego,USA,software-development-consulting-active-directory-reports-ldap-reporting,32.908601,-117.091176,0.0,$,1.0,0.0,False,False,False
1904,Kiva Systems,North Reading,USA,"robots, fulfillment, software, hardware",42.492256,-71.134549,11600000.0,$,1.0,11600000.0,False,False,True
1905,ThoseGeeks,Abingdon,USA,"web-hosting, website-design",36.7084,-81.9688,0.0,$,1.0,0.0,True,False,False
1907,Meteor Games,Beverly Hills,USA,"gaming, online-entertainment, social-games, casual-games, online-community, game-studio, game-development-studio, social-network",34.09316,-118.378335,0.0,$,1.0,0.0,False,True,False
1908,Palidia,Ottawa,CAN,"web-development, business-analyst, project-management",45.423494,-75.697933,0.0,$,1.0,0.0,False,False,False
1909,Nexenta Systems,Santa Clara,USA,"storage, linux, opensolaris, solaris, zfs, nfs, cifs, iscsi, replication, data, software-defined-storage",37.444098,-122.161287,49900000.0,$,1.0,49900000.0,False,False,True
1910,Apaja,Helsinki,FIN,"online, games, online-games, casual-games, gaming, avatars, community, entertainment, helsinki, finnish, playray, aapeli",60.171821,24.945167,1750000.0,€,1.07,1872500.0,False,True,True
1911,XinXii,Berlin,DEU,"documents, digital-self-publishing, ebooks, indie-authors, web-2-0, user-generated-content",52.523666,13.401012,0.0,$,1.0,0.0,False,False,False
1912,Gigantiq,Melbourne,AUS,"software, agile, ruby, java, scala, consulting",-37.813339,144.970823,0.0,$,1.0,0.0,False,False,False
1913,Noesis Interactive,Santa Cruz,USA,"video-game, video-games, game, games, tutorial, tutorials, training, 3d, video-game-development, animation, animate, model, modeling, machinima, programming, art, autodesk, softimage, valve, ign, source-engine, source",36.984632,-121.980874,0.0,$,1.0,0.0,False,False,False
1914,Mercado,Pleasanton,USA,"internet-retailing, seo, ecommerce-search",37.696386,-121.925774,0.0,$,1.0,0.0,False,False,False
1915,THQ,Agoura Hills,USA,online-gaming,34.145984,-118.776083,0.0,$,1.0,0.0,False,True,False
1919,Chapter Communications,Champaign,USA,"website-development, greeks, student-organizations, community-organizations, student-government, alumni-clubs",40.10265,-88.243945,0.0,$,1.0,0.0,False,False,False
1920,Chapter Communications,Davis,USA,"website-development, greeks, student-organizations, community-organizations, student-government, alumni-clubs",38.552782,-121.734779,0.0,$,1.0,0.0,False,False,False
1921,DriveCMS,Miami,USA,"cms, content-management, website-management, blog, saas, content-management-system",25.5975987,-80.3545601,0.0,$,1.0,0.0,False,False,False
1922,Capstone Labs,St. Augustine,USA,"seb-services, website-design, web-development, custom-programming, it-consulting",29.867865,-81.32415,0.0,$,1.0,0.0,True,False,False
1923,Vontoo,Indianapolis,USA,"voice, voice-marketing, voice-messaging, blasters, permission-based-voice-mail, web-based-provider",39.914281,-86.076478,2190000.0,$,1.0,2190000.0,False,False,True
1924,Webmoblink,Miami,USA,"mobile--advertising, web--advertising, ad--serving, targeting--advertising, monetize--web--traffic, monetize--mobile--traffic, buy--mobile--ads, sell--mobile--ads, buy--web--ads, sell--web--ads, build--a--mobile--site, mobile-marketing, landing--page--cre",25.655899,-80.424167,0.0,$,1.0,0.0,False,False,False
1925,Fabian Rossano Studio,New York,USA,photography-design-web-site-design-printing-direct-mail,40.740371,-74.004777,0.0,$,1.0,0.0,True,False,False
1926,Viximo,Cambridge,USA,"social-games, social-gaming, game-developers, game-distribution, online-games, virtual-goods, branded-virtual-goods, social-networks",42.398424,-71.130297,5000000.0,$,1.0,5000000.0,False,True,True
1927,DubMeNow,Viena,USA,"business-cards, web-2-expo",38.916336,-77.230488,7520000.0,$,1.0,7520000.0,False,False,True
1928,Xtreme Widgets,Los Angeles,USA,"advertising, applications, b2b, design, entertainment, flash, internet-marketing, iphone-app, media, movies, online-advertising, online-marketing, technology, widget, widgets",33.988687,-118.439532,0.0,$,1.0,0.0,True,False,False
1929,TVGla,Los Angeles,USA,"3-d, advertising, applications, art, banners, b2b, consulting, database-marketing, design, development, entertainment, flash, games, internet, internet-marketing, iphone-app, media, mobile, movies, online-advertising, online-marketing, motion-graphics, pr",33.988687,-118.439532,0.0,$,1.0,0.0,True,False,False
1934,BuzzBuilder Pro,Minneapolis,USA,"b2b-lead-generation, prospecting-software, email-marketing-system",44.843413,-93.306669,0.0,$,1.0,0.0,False,False,False
1935,Thinkingvoice,Danville,USA,"phone-verified-leads, lead-generation, call-center-software, call-center",37.574863,-122.0407324,0.0,$,1.0,0.0,False,False,False
1936,mBLAST,Cambridge,USA,"social-media-analytics, social-analytics, social-media-monitoring, social-media-tracking, social-media-monitoring-api, influencer-identification, marketing, competitive-tracking, media, software-as-a-service",41.815805,-72.171057,0.0,$,1.0,0.0,False,False,False
1937,Engineering Ideas,Johannesburg,ZAF,"africa, web-services, applications",-26.6401,27.9361,60000.0,$,1.0,60000.0,False,False,False
1940,Beyond Software,Melbourne,AUS,"timesheet, web-2-0, timesheets, time-tracking, invoicing, budgeting",-37.814768,144.962282,0.0,$,1.0,0.0,False,False,False
1941,Booyah,San Francisco,USA,"iphone, real-world-gaming, location-based-gaming, gps, ipod-touch, mytown, monopoly, location-based, check-in, real-world, offers, avatar, mmo, mobile, mobile-games, social-game, social-games",37.420728,-122.2103414,59500000.0,$,1.0,59500000.0,False,True,True
1942,AlphaClone,San Francisco,USA,"stocks, investing, simulation, web-2-0",37.79023,-122.403073,1400000.0,$,1.0,1400000.0,False,False,True
1946,Yalwa,Wiesbaden,DEU,"business, directory, classifieds, local, local-web, business-directory",50.091408,8.253018,0.0,$,1.0,0.0,False,False,False
1947,Image Metrics,Santa Monica,USA,"technology, gaming, social-media, mobile, games, animation",34.007303,-118.489492,21300000.0,€,1.07,22791000.0,False,True,True
1949,Good Call Sports,Tucson,USA,"facebook-app, games, football",32.258001,-110.942493,0.0,$,1.0,0.0,False,False,False
1950,GotGame,San Francisco,USA,"games, video-games, videos, gaming-videos, news, gaming-news, in-game, chat, communication, instant-messaging, voice-chat",37.77772,-122.395785,1000000.0,$,1.0,1000000.0,False,True,False
1952,HomeAdvisor,Lakewood,USA,"homeowner, service-professional, web-site, homeadvisor, home-advisor, homeadvisor-com",39.745092,-105.158207,0.0,$,1.0,0.0,False,False,False
1953,The Game Creators,"Macclesfiled, Cheshire",GBR,"game, games, entertainment, development",53.296176,-2.092073,25000.0,$,1.0,25000.0,False,False,False
1954,Karo Internet,Cologne,DEU,"xchar, social-community, world-of-warcraft, add-ons, online-gaming, fiends",50.947112,6.842133,850000.0,€,1.07,909500.0,False,True,False
1957,Vesess,Las Vegas,USA,"web-apps, web-standards, designs, developments, consultancy",36.18854,-115.214015,0.0,$,1.0,0.0,True,False,False
1958,Olivos by Design,Malaga,ESP,"web-design, seo, web-development, databases",36.492548,-4.72689,0.0,$,1.0,0.0,True,False,False
1959,SolArc,Houston,USA,"-agriculture-physical-commodity-management, aviation-fuel-risk-management, rightangle, coal-supply-and-trade-management-software, commodity-scheduling-software, energy-commodity-management-software-solution, enterprise-trade-and-risk-management-solution, ",29.726962,-95.540876,0.0,$,1.0,0.0,False,False,False
